,date,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,state,county,city,latitude,longitude,notes,fatalities,days_since_last
1296,2020-09-05,Protests,Peaceful protest,Protesters (Belarus),Labour Group (Belarus),Protesters,,,NaN,SOLE PROTESTER ACTION,Grodno,Ashmyany,Ashmyany,54.4210,25.9360,"On 5 September 2020, at least 22 football players and fans protested for approximately one minute during a football game in Ashmyany in solidarity with the national protest movement. [size=at least 22]",0,-18 days +00:00:00.000000000
1297,2020-09-05,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Vitebsk,Lepiel,Lepiel,54.8814,28.6990,"On 5 September 2020, people protested in Lepiel of the Vitebsk region, demanding new elections and the resignation of president Lukashenka. [size=no report]",0,
1298,2020-09-05,Protests,Peaceful protest,Protesters (Belarus),Women (Belarus),Protesters,,,NaN,SOLE PROTESTER ACTION,Grodno,Lida,Lida,53.8833,25.2997,"On 5 September 2020, women protested in Lida of the Grodno region against violence and for new elections. [size=no report]",0,-8 days +00:00:00.000000000
1299,2020-09-05,Protests,Peaceful protest,Protesters (Belarus),Women (Belarus),Protesters,,,NaN,SOLE PROTESTER ACTION,Grodno,Hrodna,Grodno,53.6884,23.8258,"On 5 September 2020, people, mostly women, protested in Grodno, demanding new elections. [size=no report]",0,-1 days +00:00:00.000000000
1300,2020-09-04,Protests,Peaceful protest,Protesters (Belarus),Labour Group (Belarus),Protesters,,,NaN,SOLE PROTESTER ACTION,Brest,Brest,Brest,52.0975,23.6878,"On 4 September 2020, around 20 IT workers protested in Brest, demanding the release of an arrested director of an IT company. [size=around 20]",0,-4 days +00:00:00.000000000
1301,2020-09-04,Protests,Protest with intervention,Protesters (Belarus),Women (Belarus),Protesters,Police Forces of Belarus (1994-),,State Forces,MILITARY VERSUS PROTESTERS,Minsk,City of Minsk,Minsk,53.9000,27.5667,"On 4 September 2020, thousands of people protested in Minsk, demanding new elections, the prosecution of police brutality, and the release of political prisoners. Women groups held rallies against police violence in central Minsk. Several people were arrested. [size=thousands]",0,-1 days +00:00:00.000000000
1302,2020-09-04,Protests,Protest with intervention,Protesters (Belarus),Students (Belarus),Protesters,Police Forces of Belarus (1994-) Belarus Special Purpose Police,,State Forces,MILITARY VERSUS PROTESTERS,Minsk,City of Minsk,Minsk-Partyzanski,53.8803,27.6700,"On 4 September 2020, students of the State Linguistical University protested in Minsk-Partyzanski by singing against violence and regime repressions. At least 7 students were arrested by the special purpose police. [size=at least 7]",0,-4 days +00:00:00.000000000
1303,2020-09-04,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Maladzyechna,Chist,54.2659,27.1086,"On 4 September 2020, people protested in Chist of the Minsk region for regime change. [size=no report]",0,-19 days +00:00:00.000000000
1304,2020-09-04,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Grodno,Hrodna,Grodno,53.6884,23.8258,"On 4 September 2020, a protest of solidarity with the national protest movement was held in Grodno. [size=no report]",0,-1 days +00:00:00.000000000
1305,2020-09-04,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Barysaw,Barauliany,54.4962,28.3444,"On 4 September 2020, people marched from Barauliany in the Minsk region, demanding regime change. [size=no report]",0,-15 days +00:00:00.000000000
1306,2020-09-03,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Mogilev,Babruysk,Babruysk,53.1384,29.2214,"On 3 September 2020, people protested in Babruysk, demanding new elections and condemning police violence. [size=no report]",0,-9 days +00:00:00.000000000
1307,2020-09-03,Protests,Peaceful protest,Protesters (Belarus),Journalists (Belarus),Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,City of Minsk,Minsk,53.9000,27.5667,"On 3 September 2020, around 50 journalists protested outside the Internal Affairs Ministry and several police departments in Minsk, demanding a meeting with the minister and explanations on the detention of several journalists. [size=around 50]",0,0 days 00:00:00.000000000
1308,2020-09-03,Protests,Protest with intervention,Protesters (Belarus),Women (Belarus); Students (Belarus); Labour Group (Belarus),Protesters,Police Forces of Belarus (1994-),,State Forces,MILITARY VERSUS PROTESTERS,Minsk,City of Minsk,Minsk,53.9000,27.5667,"On 3 September 2020, hundreds of people protested in Minsk, demanding new elections, prosecution of police brutality, and the release of political prisoners. Women groups held a rally in central Minsk, while students of several universities held protests within their universities. Factory workers and IT workers joined the protest. Several people were arrested. [size=hundreds]",0,-1 days +00:00:00.000000000
1309,2020-09-03,Protests,Protest with intervention,Protesters (Belarus),Students (Belarus); Protesters (Ukraine); Students (Ukraine),Protesters,Police Forces of Belarus (1994-),,State Forces,MILITARY VERSUS PROTESTERS,Vitebsk,Vitebsk,Vitebsk,55.1904,30.2049,"On 3 September 2020, around 20 students protested in Vitebsk against violence, demanding new elections. 4 students, including one from Ukraine, were arrested by the police. [size=around 20]",0,-1 days +00:00:00.000000000
1310,2020-09-03,Protests,Peaceful protest,Protesters (Belarus),Labour Group (Belarus),Protesters,,,NaN,SOLE PROTESTER ACTION,Grodno,Hrodna,Grodno,53.6884,23.8258,"On 3 September 2020, around 30 pensioners protested outside the Lithuanian consulate in Grodno, demanding non-interference from Vilnius in Belarusian affairs and condemning the imposed sanctions. [size=around 30]",0,-1 days +00:00:00.000000000
1311,2020-09-03,Violence against civilians,Attack,Police Forces of Belarus (1994-) Belarus Special Purpose Police,,State Forces,Civilians (Belarus),,Civilians,MILITARY VERSUS CIVILIANS,Mogilev,Mogilev,Mogilev,53.9168,30.3449,"On 3 September 2020, a man was arrested and beaten by special purpose police in Mogilev for having submitted a complaint on police brutality.",0,-3 days +00:00:00.000000000
1312,2020-09-02,Protests,Peaceful protest,Protesters (Belarus),Labour Group (Belarus),Protesters,,,NaN,SOLE PROTESTER ACTION,Grodno,Hrodna,Grodno,53.6884,23.8258,"On 2 September 2020, around 20 people, mostly pensioners, protested outside the Polish consulate in Grodno, condemning claims that the Lukashenko government claims that Poland has on the Grodno region. [size=around 20]",0,-2 days +00:00:00.000000000
1313,2020-09-02,Protests,Peaceful protest,Protesters (Belarus),Women (Belarus),Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Maladzyechna,Maladzyechna,54.3167,26.8540,"On 2 September 2020, people, mostly women, protested in Maladzyechna of the Minsk region, condemning the expulsion of a Catholic archbishop. [size=no report]",0,-3 days +00:00:00.000000000
1314,2020-09-02,Protests,Peaceful protest,Protesters (Belarus),Women (Belarus); Students (Belarus),Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,City of Minsk,Minsk,53.9000,27.5667,"On 2 September 2020, hundreds of people protested in Minsk, demanding new elections, regime change, prosecution of police brutality, the lifting of censorship, and the release of political prisoners. Cars blocked several segments of the Minsk ring road and Minsk's main streets, while women groups and student groups held their rallies in the city center. [size=hundreds]",0,-1 days +00:00:00.000000000
1315,2020-09-02,Protests,Protest with intervention,Protesters (Belarus),Students (Belarus),Protesters,Police Forces of Belarus (1994-),,State Forces,MILITARY VERSUS PROTESTERS,Vitebsk,Vitebsk,Vitebsk,55.1904,30.2049,"On 2 September 2020, around 30 students protested in Vitebsk in solidarity with the national movement for regime change. Two to three protesters were arrested by the police. [size=around 30]",0,-1 days +00:00:00.000000000
1316,2020-09-02,Protests,Peaceful protest,Protesters (Belarus),Journalists (Belarus),Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,City of Minsk,Minsk-Maskouski,53.8705,27.4894,"On 2 September 2020, around 30 journalists protested outside the Akciabrski police department in Minsk-Maskouski, demanding the release of the arrested journalists. [size=around 30]",0,-6 days +00:00:00.000000000
1317,2020-09-02,Protests,Peaceful protest,Protesters (Belarus),Labour Group (Belarus),Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,City of Minsk,Minsk-Pershamayski,53.9348,27.6634,"On 2 September 2020, around 600 IT workers protested outside the IT park in Minsk-Pershamayski in solidarity with the detained IT company director. [size=around 600]",0,-5 days +00:00:00.000000000
1318,2020-09-01,Protests,Protest with intervention,Protesters (Belarus),Students (Belarus); Teachers (Belarus); Civilians (Belarus); Journalists (Belarus); Labour Group (Belarus),Protesters,Police Forces of Belarus (1994-),Police Forces of Belarus (1994-) Belarus Special Purpose Police,State Forces,MILITARY VERSUS PROTESTERS,Minsk,City of Minsk,Minsk,53.9000,27.5667,"On 1 September 2020, thousands of students, teachers, and factory and IT workers protested in Minsk, demanding the resignation of president Lukashenka, new elections, and the release of political prisoners, but also condemning censorship within universities. Around 95 protesters, including at least 30 students and 6 journalists covering the event, were arrested by the special purpose police. [size=thousands]",0,-1 days +00:00:00.000000000
1319,2020-09-01,Protests,Protest with intervention,Protesters (Belarus),Students (Belarus),Protesters,Police Forces of Belarus (1994-),,State Forces,MILITARY VERSUS PROTESTERS,Vitebsk,Vitebsk,Vitebsk,55.1904,30.2049,"On 1 September 2020, around 30 students protested in Vitebsk for regime change. Several protesters were arrested. [size=around 30]",0,-2 days +00:00:00.000000000
1320,2020-09-01,Protests,Peaceful protest,Protesters (Belarus),Students (Belarus),Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Barysaw,Barysaw,54.2279,28.5050,"On 1 September 2020, students of the Barysaw medical state university protested, demanding regime change. [size=no report]",0,-16 days +00:00:00.000000000
1321,2020-08-31,Protests,Peaceful protest,Protesters (Belarus),Women (Belarus); Catholic Christian Group (Belarus),Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,City of Minsk,Minsk,53.9000,27.5667,"On 31 August 2020, hundreds of people protested in Minsk in solidarity with the victims of police brutality. Women and Catholic believers held a separate rally in solidarity with an expelled Catholic archbishop. [size=hundreds]",0,-1 days +00:00:00.000000000
1322,2020-08-31,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,City of Minsk,Minsk-Partyzanski,53.8803,27.6700,"On 31 August 2020, around 20 people protested outside the Lithuanian embassy in Minsk-Partyzanski, condemning the sanctions imposed by Lithuania on Belarusian officials and supporting the Lukashenka regime. [size=around 20]",0,-6 days +00:00:00.000000000
1323,2020-08-31,Protests,Protest with intervention,Protesters (Belarus),Catholic Christian Group (Belarus),Protesters,Police Forces of Belarus (1994-) Belarus Special Purpose Police,,State Forces,MILITARY VERSUS PROTESTERS,Grodno,Hrodna,Grodno,53.6884,23.8258,"On 31 August 2020, around 100 people protested in Grodno in solidarity with the expelled Catholic archbishop. At first, the protest was dispersed with some arrests by the special purpose police and later continued as a prayer with a Catholic priest. [size=around 100]",0,-1 days +00:00:00.000000000
1324,2020-08-31,Protests,Protest with intervention,Protesters (Belarus),Former Military Forces of Belarus (1994-),Protesters,Police Forces of Belarus (1994-),,State Forces,MILITARY VERSUS PROTESTERS,Mogilev,Mogilev,Mogilev,53.9168,30.3449,"On 31 August 2020, people protested in Mogilev against the current regime. Around 8 people, including a military veteran, were arrested by the special purpose police. [size=around 8]",0,-1 days +00:00:00.000000000
1325,2020-08-31,Protests,Peaceful protest,Protesters (Belarus),Labour Group (Belarus),Protesters,,,NaN,SOLE PROTESTER ACTION,Brest,Brest,Brest,52.0975,23.6878,"On 31 August 2020, sportspeople protested in Brest in solidarity with the football players detained for participating in the protests. [size=no report]",0,-1 days +00:00:00.000000000
1326,2020-08-30,Protests,Peaceful protest,Protesters (Belarus),Women (Belarus),Protesters,,,NaN,SOLE PROTESTER ACTION,Vitebsk,Vitebsk,Vitebsk,55.1904,30.2049,"On 30 August 2020, around 800 people, mostly women, held a march in Vitebsk against police violence, demanding new elections and the resignation of president Lukashenka. A man was detained by the police, but was shortly released. [size=around 800]",0,-3 days +00:00:00.000000000
1327,2020-08-30,Protests,Protest with intervention,Protesters (Belarus),,Protesters,Police Forces of Belarus (1994-),,State Forces,MILITARY VERSUS PROTESTERS,Brest,Brest,Brest,52.0975,23.6878,"On 30 August 2020, several thousands of people protested in Brest, demanding new elections, the prosecution of police brutality, and the release of political prisoners. Around 3 people were arrested. [size=several thousands]",0,0 days 00:00:00.000000000
1328,2020-08-30,Protests,Protest with intervention,Protesters (Belarus),,Protesters,Police Forces of Belarus (1994-),,State Forces,MILITARY VERSUS PROTESTERS,Gomel,Gomel,Gomel,52.4345,30.9754,"On 30 August 2020, around 10000 people protested in Gomel, demanding new elections, the release of political prisoners, and the resignation of president Lukashenka. At least 5 people were arrested. [size=around 10000]",0,-1 days +00:00:00.000000000
1329,2020-08-30,Protests,Protest with intervention,Protesters (Belarus),,Protesters,Police Forces of Belarus (1994-),Police Forces of Belarus (1994-) Belarus Special Purpose Police,State Forces,MILITARY VERSUS PROTESTERS,Grodno,Hrodna,Grodno,53.6884,23.8258,"On 30 August 2020, around 10000 people protested in Grodno, demanding regime change, new elections, and the release of political prisoners. At least 7 people were arrested by the special purpose police. [size=around 10000]",0,-1 days +00:00:00.000000000
1330,2020-08-30,Protests,Protest with intervention,Protesters (Belarus),MFF: Movement 'For Freedom'; BPF: Conservative Christian Party of the Belarusian People's Front,Protesters,Police Forces of Belarus (1994-),,State Forces,MILITARY VERSUS PROTESTERS,Mogilev,Horki,Horki,54.2862,30.9863,"On 30 August 2020, people protested in Horki for regime change and new elections. One MFF activist and one BPF member were arrested. [size=no report]",0,-6 days +00:00:00.000000000
1331,2020-08-30,Protests,Protest with intervention,Protesters (Belarus),Independent Politicians (Belarus); Labour Group (Belarus); Civilians (Belarus); Journalists (Belarus); Protesters (Russia),Protesters,Police Forces of Belarus (1994-),Police Forces of Belarus (1994-) Belarus Special Purpose Police,State Forces,MILITARY VERSUS PROTESTERS,Minsk,City of Minsk,Minsk,53.9000,27.5667,"On 30 August 2020, around 100000 people marched in Minsk, demanding new elections, the resignation of president Lukashenka, and the release of political prisoners. A member of the joint opposition staff, factory workers, and several sports people were present at the rally. Around 140 people, including journalists covering the event and two Russian citizens, were arrested by the special purpose police and police. Several people were injured during the arrest. [size=around 100000]",0,-1 days +00:00:00.000000000
1332,2020-08-30,Protests,Protest with intervention,Protesters (Belarus),Civilians (Belarus); Journalists (Belarus),Protesters,Police Forces of Belarus (1994-),,State Forces,MILITARY VERSUS PROTESTERS,Mogilev,Mogilev,Mogilev,53.9168,30.3449,"On 30 August 2020, around 2500 people protested in Mogilev, demanding new elections, prosecution of police brutality, and the release of political prisoners. Ten people, including two bloggers, were arrested. [size=around 2500]",0,0 days 00:00:00.000000000
1333,2020-08-30,Protests,Protest with intervention,Protesters (Belarus),Civilians (Belarus); Journalists (Belarus),Protesters,Police Forces of Belarus (1994-),,State Forces,MILITARY VERSUS PROTESTERS,Brest,Pinsk,Pinsk,52.1229,26.0951,"On 30 August 2020, people protested in Pinsk, demanding new elections. Police arrested one protester and one journalist. [size=no report]",0,-7 days +00:00:00.000000000
1334,2020-08-30,Protests,Protest with intervention,Protesters (Belarus),MFF: Movement 'For Freedom'; BCD: Belarusian Christian Democracy,Protesters,Police Forces of Belarus (1994-),,State Forces,MILITARY VERSUS PROTESTERS,Gomel,Rechytsa,Rechytsa,52.3617,30.3916,"On 30 August 2020, people protested in Rechytsa of the Gomel region, demanding regime change. At least 5 five people, including one MFF activist and a BCD member, were arrested right after the protest dispersed. [size=no report]",0,-14 days +00:00:00.000000000
1335,2020-08-30,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Gomel,Svietlahorsk,Svietlahorsk,52.6329,29.7389,"On 30 August 2020, people protested in Svietlahorsk of the Gomel region, demanding regime change. [size=no report]",0,-7 days +00:00:00.000000000
1336,2020-08-30,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Mogilev,Mogilev,Mogilev,53.9168,30.3449,"On 30 August 2020, around 15 drivers held a car rally in Mogilev in support of the Lukashenka regime. [size=around 15]",0,-6 days +00:00:00.000000000
1337,2020-08-30,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Brest,Baranovichy,Baranovichi,53.1327,26.0139,"On 30 August 2020, people protested in Baranovichi, demanding prosecution of police brutality. [size=no report]",0,-11 days +00:00:00.000000000
1338,2020-08-30,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Grodno,Smarhon,Smarhon,54.4798,26.3957,"On 30 August 2020, people protested in Smarhon, demanding new elections and the stopping of police violence. [size=no report]",0,-5 days +00:00:00.000000000
1339,2020-08-30,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Brest,Zhabinka,Zhabinka,52.1984,24.0115,"On 30 August 2020, people protested in Zhabinka of the Brest region, demanding new elections and the stopping of police violence. [size=no report]",0,-12 days +00:00:00.000000000
1340,2020-08-30,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Maladzyechna,Maladzyechna,54.3167,26.8540,"On 30 August 2020, people protested in Maladzyechna of the Minsk region, demanding regime change and the stopping of violence. [size=no report]",0,-8 days +00:00:00.000000000
1341,2020-08-30,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Brest,Kobryn,Kobryn,52.2138,24.3564,"On 30 August 2020, people protested in Kobryn of the Brest region, demanding new elections and the stopping of police violence. [size=no report]",0,-14 days +00:00:00.000000000
1342,2020-08-30,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Vitebsk,Navapolatsk,Navapolatsk,55.5350,28.6434,"On 30 August 2020, people protested in Navapolatsk, demanding new elections and the stopping of police violence. [size=no report]",0,-1 days +00:00:00.000000000
1343,2020-08-30,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Salihorsk,Salihorsk,52.7876,27.5415,"On 30 August 2020, people protested in Salihorsk of the Minsk region in solidarity with the potash plant workers, detained for going on strike or for protesting. [size=no report]",0,-8 days +00:00:00.000000000
1344,2020-08-30,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Grodno,Navahrudak,Navahrudak,53.5942,25.8191,"On 30 August 2020, people protested in Navahrudak of the Vitebsk region, demanding new elections and the stopping of police violence. [size=no report]",0,-16 days +00:00:00.000000000
1345,2020-08-30,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Vitebsk,Myory,Myory,55.6222,27.6281,"On 30 August 2020, people protested in Myory of the Vitebsk region, demanding new elections and the stopping of police violence. [size=no report]",0,
1346,2020-08-30,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Brest,Brest,Brest,52.0975,23.6878,"On 30 August 2020, around 20000 people protested in Brest, demanding new elections, resignation of president Lukashenka, and the release of political prisoners. [size=around 20000]",0,-1 days +00:00:00.000000000
1347,2020-08-30,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Vitebsk,Hlybokaye,Hlybokaye,55.1384,27.6905,"On 30 August 2020, people protested in Hlybokaye of the Vitebsk region, demanding new elections and the stopping of the violence. [size=no report]",0,-9 days +00:00:00.000000000
1348,2020-08-30,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Gomel,Mazyr,Mazyr,52.0495,29.2456,"On 30 August 2020, people protested in Mazyr of the Gomel region, demanding regime change. [size=no report]",0,-16 days +00:00:00.000000000
1349,2020-08-29,Protests,Peaceful protest,Protesters (Belarus),Women (Belarus),Protesters,,,NaN,SOLE PROTESTER ACTION,Brest,Brest,Brest,52.0975,23.6878,"On 29 August 2020, women held a protest in Brest in solidarity with the victims of police brutality, demanding prosecution of police violence and new elections. [size=no report]",0,-4 days +00:00:00.000000000
1350,2020-08-29,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Maladzyechna,Radaskovicy,54.1594,27.2358,"On 29 August 2020, a cycling protest was held in Radaskovicy of the Minsk region in solidarity with the national protest movement against President Lukashenko. [size=no report]",0,
1351,2020-08-29,Protests,Peaceful protest,Protesters (Belarus),Women (Belarus),Protesters,,,NaN,SOLE PROTESTER ACTION,Grodno,Hrodna,Grodno,53.6884,23.8258,"On 29 August 2020, a protest of mostly women was held in Grodno, in condemnation of the police brutality and with the demand to organize new elections. [size=no report]",0,-3 days +00:00:00.000000000
1352,2020-08-29,Protests,Peaceful protest,Protesters (Belarus),Women (Belarus),Protesters,,,NaN,SOLE PROTESTER ACTION,Vitebsk,Navapolatsk,Navapolatsk,55.5350,28.6434,"On 29 August 2020, women held a protest in Navapolatsk in solidarity with the victims of police brutality, demanding prosecution of police violence and new elections. [size=no report]",0,-4 days +00:00:00.000000000
1353,2020-08-29,Protests,Protest with intervention,Protesters (Belarus),Women (Belarus); Independent Politicians (Belarus); Labour Group (Belarus); Civilians (Belarus); Journalists (Belarus),Protesters,Police Forces of Belarus (1994-),Police Forces of Belarus (1994-) Belarus Special Purpose Police,State Forces,MILITARY VERSUS PROTESTERS,Minsk,City of Minsk,Minsk,53.9000,27.5667,"On 29 August 2020, around 15000 people, mostly women groups, held a protest of solidarity in Minsk with the victims of the post-election police violence, demanding new elections, prosecution of the police brutality, and the release of political prisoners. A member of the joint opposition staff and an opposition pensioner was present at the rally. The special purpose police arrested several protesters and at least five journalists covering the event. [size=around 15000]",0,-1 days +00:00:00.000000000
1354,2020-08-29,Protests,Peaceful protest,Protesters (Belarus),Women (Belarus),Protesters,,,NaN,SOLE PROTESTER ACTION,Gomel,Gomel,Gomel,52.4345,30.9754,"On 29 August 2020, around 100 women held a protest in Gomel in solidarity with the victims of police brutality, demanding prosecution of police violence and new elections. [size=around 100]",0,-4 days +00:00:00.000000000
1355,2020-08-28,Protests,Peaceful protest,Protesters (Belarus),Labour Group (Belarus),Protesters,,,NaN,SOLE PROTESTER ACTION,Grodno,Lida,Lida,53.8833,25.2997,"On 28 August 2020, members of the emergency services held a march in Lida in support of the Lukashenka regime. [size=no report]",0,-12 days +00:00:00.000000000
1356,2020-08-28,Protests,Peaceful protest,Protesters (Belarus),Labour Group (Belarus),Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,City of Minsk,Minsk-Leninski,53.8594,27.5878,"On 28 August 2020, around 100 people, including former employees of the Yanka Kupala theater, protested in Minsk-Leninski, demanding the release of political prisoners and condemning the dismissal of a big part of the employees of the theater. [size=around 100]",0,-1 days +00:00:00.000000000
1357,2020-08-28,Protests,Peaceful protest,Protesters (Belarus),Government of Belarus (1994-); Labour Group (Belarus),Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,City of Minsk,Minsk,53.9000,27.5667,"On 28 August 2020, around 300 government officials held a cycling protest in Minsk in support of the Lukashenka regime. [size=around 300]",0,0 days 00:00:00.000000000
1358,2020-08-28,Protests,Protest with intervention,Protesters (Belarus),Women (Belarus); Journalists (Belarus); BSDP-PA: Belarusian Social Democratic Party-People's Assembly; Civilians (Belarus),Protesters,Police Forces of Belarus (1994-),Police Forces of Belarus (1994-) Belarus Special Purpose Police,State Forces,MILITARY VERSUS PROTESTERS,Minsk,City of Minsk,Minsk,53.9000,27.5667,"On 28 August 2020, around 100 people, mostly women groups and IT workers, held a protest of solidarity in Minsk with the victims of the post-election police violence, demanding new elections, prosecution of the police brutality, and the release of political prisoners. The special purpose police arrested around 11 protesters, including BSDP-PA members and journalists. [size=around 100]",0,-1 days +00:00:00.000000000
1359,2020-08-28,Protests,Peaceful protest,Protesters (Belarus),Labour Group (Belarus),Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,City of Minsk,Minsk-Pershamayski,53.9348,27.6634,"On 28 August 2020, researchers protested in Minsk-Pershamayski for censorship-free research. [size=no report]",0,-10 days +00:00:00.000000000
1360,2020-08-27,Protests,Peaceful protest,Protesters (Belarus),Health Workers (Belarus),Protesters,,,NaN,SOLE PROTESTER ACTION,Vitebsk,Vitebsk,Vitebsk,55.1904,30.2049,"On 27 August 2020, around 30 doctors protested in Vitebsk against the results of the presidential elections. [size=around 30]",0,-1 days +00:00:00.000000000
1361,2020-08-27,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Gomel,Khoiniki,Khoyniki,51.8911,29.9552,"On 27 August 2020, between 200 and 250 people protested in Khoyniki of the Gomel region, demanding dialogue with the local authorities over the national protests. [size=200-250]",0,-11 days +00:00:00.000000000
1362,2020-08-27,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,City of Minsk,Minsk-Zavodski,53.8619,27.6622,"On 27 August 2020, a protest was held in Minsk-Zavodski in favor of the Lukashenka regime. [size=no report]",0,-7 days +00:00:00.000000000
1363,2020-08-27,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,City of Minsk,Minsk-Leninski,53.8594,27.5878,"On 27 August 2020, people held a protest in Minsk-Leninski in solidarity with the dismissed employees of the Yanka Kupala theater. [size=no report]",0,0 days 00:00:00.000000000
1364,2020-08-27,Riots,Mob violence,Rioters (Belarus),,Rioters,Civilians (Libya),Government of Libya (2016-) Government of National Accord; Private Security Forces (Belarus),Civilians,RIOTERS VERSUS CIVILIANS,Minsk,City of Minsk,Minsk-Leninski,53.8594,27.5878,"On 27 August 2020, around 30 individuals attempted to break into the Libyan embassy in Minsk-Leninski, attempting to abduct and lightly injuring the ambassador. The security of the embassy deflected the attack, while special purpose police arrested some of the attackers.",0,-2 days +00:00:00.000000000
1365,2020-08-27,Protests,Protest with intervention,Protesters (Belarus),Journalists (Belarus); Civilians (Belarus); Labour Group (Belarus); Women (Belarus); Catholic Christian Group (Belarus); Independent Politicians (Belarus),Protesters,Police Forces of Belarus (1994-),Police Forces of Belarus (1994-) Belarus Special Purpose Police,State Forces,MILITARY VERSUS PROTESTERS,Minsk,City of Minsk,Minsk,53.9000,27.5667,"On 27 August 2020, thousands of people, including 200 sportsmen/women, protested in Minsk, demanding the release of political prisoners and new elections. Women groups, catholic priests, as well as a member of the joint opposition staff, joined the rally. Between 114 and 261 people, including at least 30 journalists covering the event, were arrested. [size=thousands]",0,-1 days +00:00:00.000000000
1366,2020-08-27,Protests,Peaceful protest,Protesters (Belarus),Health Workers (Belarus),Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,City of Minsk,Minsk-Maskouski,53.8705,27.4894,"On 27 August 2020, doctors marched in Minsk-Maskouski, demanding the reinstatement of the former director and the release of political prisoners. [size=no report]",0,-2 days +00:00:00.000000000
1367,2020-08-26,Protests,Protest with intervention,Protesters (Belarus),Labour Group (Belarus); Journalists (Belarus); Civilians (Belarus),Protesters,Police Forces of Belarus (1994-),,State Forces,MILITARY VERSUS PROTESTERS,Vitebsk,Vitebsk,Vitebsk,55.1904,30.2049,"On 26 August 2020, at least 6 people, including IT workers, protested in Vitebsk. All protesters, a journalist covering the event, and several other people were arrested by the police. [size=at least 6]",0,-3 days +00:00:00.000000000
1368,2020-08-26,Protests,Protest with intervention,Protesters (Belarus),Journalists (Belarus); Women (Belarus); Civilians (Belarus),Protesters,Police Forces of Belarus (1994-) Belarus Special Purpose Police,,State Forces,MILITARY VERSUS PROTESTERS,Minsk,City of Minsk,Minsk,53.9000,27.5667,"On 26 August 2020, hundreds of people held a protest in Minsk, demanding prosecution of police brutality and new elections. Women groups held smaller rallies. The special purpose police held protesters in a catholic cathedral and arrested around 29 protesters, including one journalist. [size=hundreds]",0,-1 days +00:00:00.000000000
